Field Key,Extent,Age as at 31/03/24,Field Key,Month,Yield_Month,Green_Leaf_Month,Extend,VP/SD_m,Date Last Pruned_m,10/1/2025 0:00,% on Divisional Extent,Plucking Round - Months,GL/Ha/Rd -Month,GL/Ha/Rd - Todate,Nitrogen per Hect- Month,Last 12 Months Nitrogen,Last 12 Months YPH - Nitrogen,Last 12 Months Nitrogen Ratio,PH Value,Foilar spraying Rounds,Plucking Average - Month,Plucking Average - Todate,LPH - Month,LPH - Todate,Green Leaf Todate,Extent Plucked To Date,Plucker To date,Wedding Date,Weeding Days,FERTILIZER_Less than 800,FERTILIZER_800 - 1400,FERTILIZER_1400-1900,FERTILIZER_1900,Yeild_Total,Green Leaf_Total,Month,Year,AirTemp_Max,AirTemp_Min,SoilTemp_Morning,SoilTemp_Afternoon,RH_Morning,RH_Afternoon,Sunshine,Evaporation,Rainfall,WetDays
1-Nov,2.98,6,1-Nov,Jan,161.084625,2035.41908,2.98,VP,"Oct,2023",23,0.020980006,22,9.606325,14.478432,160,320,2843.617402,10.6631123,5.46,2,21.06315789,23.67047619,10.62639821,16.01586333,22468.15793,65.56,1050,45903,58,310,2008.8,4,8035.2,2085.896441,26356.78871,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
11/1A,2.27,24,11/1A,Jan,225.518474,2170.658334,2.27,VP,"Apr,2022",42,0.015981414,20,10.221504,16.377636,80,240,3101.352801,7.332722273,4.99,1,22.46753247,21.19513678,11.30690162,18.11674009,15759.53155,45.4,822.5,45783,52,310,930,4,3720,2653.158522,25537.15687,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
12,6.39,17,12,Jan,128.8677,3491.631656,6.39,SD,"Nov,2022",35,0.044987328,34,3.654692,4.735149,160,400,1665.804529,22.75312856,22.75312856,1,19.72258065,24.73989455,4.04277517,5.23796373,25451.37677,217.26,1138,45783,183,250,667.5,4,2670,1516.090584,41078.01948,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
1-Dec,4.25,7,1-Dec,Jan,225.518474,4064.007894,4.25,VP,"Oct,2023",24,0.029921149,25,12.49655,14.89376,320,560,4208.098927,12.60977257,4.56,3,24.52765957,27.20936875,13.82352941,16.47529412,43057.79199,106.25,1750.5,45931,30,310,1156.3,4,4625.2,2653.158522,47811.85757,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
1A/1,4,21,1A/1,Jan,181.220203,3073.619415,4,VP,"Jul,2022",38,0.028161081,22,7.081378,8.516145,160,320,2228.653159,13.60544218,6.08,3,18.40425532,25.09167672,7.833333333,9.420454545,18804.22278,88,829,45931,23,200 Kgs.,180,250,310,2226.758045,37767.34968,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
1A/2,4.09,23,1A/2,Jan,128.8677,2234.862828,4.09,VP,"Apr,2022",40,0.028794706,22,5.746736,8.384005,80,320,1828.784267,16.58031088,5.03,3,17.88461538,23.10245656,6.356968215,9.274283174,17428.32609,89.98,834.5,45931,30,250,1000,3,3000,1686.141087,29241.57138,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
1B/1,2.31,23,1B/1,Jan,128.8677,1262.23304,2.31,VP,"May,2022",40,0.016263025,19,9.587939,8.125547,80,240,1627.902265,13.96973225,4.53,2,23.18367347,25.49809886,10.60606061,8.988380041,9093.393441,43.89,394.5,,80,250,1022.5,3,3067.5,1762.209185,17260.48236,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
2,5.24,36,2,Jan,144.976162,3221.153147,5.24,VP,"Jan,2025",2,0.0369,11,0,4.07775,0,80,585.589988,12.94498382,4.39,0,0,21.56923077,0,4.510756419,5069.664024,58,260,45945,16,250,1625,4,6500,1732.726619,38498.58985,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
2A,6.5,31,2A,Jan,144.976162,3995.70524,6.5,VP,"Jan 2025,",2,0.0458,16,0,4.502644,0,80,871.752086,8.695652174,4.66,0,0,20.91505792,0,4.980769231,9793.997867,104,518,45934,27,250,577.5,3,1732.5,1691.024113,46606.51663,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
3,5,37,3,Jan,96.650775,2049.07961,5,VP,"Aug, 2024",15,0.035201352,21,6.388307,6.857529,160,240,1426.072706,15.94684385,5.42,2,24.03773585,24.3992467,7.066666667,7.585714286,17568.44698,105,796.5,45799,162,250,1310,4,5240,1418.302741,30069.23883,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
4,8.09,17,4,Jan,177.193087,6078.253151,8.09,VP,"Nov,2022",35,0.056955787,16,6.425257,9.550586,160,240,1806.042908,12.59181532,4.75,1,20.74782609,26.17769653,7.107540173,10.56474042,32361.59642,129.44,1367.5,45840,121,310,1550,4,6200,2061.199173,70705.29996,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
5A/1,5.7,31,5A/1,Jan,161.084625,3893.25126,5.7,VP,"Sep,2021",49,0.040129541,20,4.44073,7.553206,0,80,1730.238379,4.381161008,4.381161008,1,22.82142857,23.89186352,4.912280702,8.355263158,20572.45795,114,952.5,45783,44,310,2507.9,3,7523.7,1928.360831,46606.51663,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
5A/2,7.62,29,5A/2,Jan,121.387971,3922.058908,7.62,VP,"Nov,2021",47,0.05364686,19,3.53535,7.302353,0,80,1531.25149,4.95049505,5,0,18.43624161,24.38905515,3.910761155,8.077773173,25784.95488,144.78,1169.5,45783,81,310,1767,4,7068,1942.118007,62750.04971,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
5B/1,4.18,30,5B/1,Jan,177.193087,3140.556016,4.18,VP,"May,2024",17,0.02942833,34,3.892848,4.87242,240,400,1861.001192,20.36659878,5.35,1,28.82407407,28.95953003,4.306220096,5.389811427,20053.55867,142.12,766,45765,196,310,2362.2,4,9448.8,2163.965418,38353.94894,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
6A/1,2,12,6A/1,Jan,177.193087,1502.658381,2,VP,"Apr,2023",30,0.014080541,33,4.218693,6.273252,160,400,2423.849821,15.63721658,3.97,2,26.64285714,29.48689956,4.666666667,6.939393939,12208.59712,66,458,45818,143,310,1116,4,4464,2250.446961,19084.565,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
6A/2,2,36,6A/2,Jan,241.626937,2049.07961,2,VP,"Feb,2025",8,0.0141,26,5.273367,5.84996,160,240,1604.213349,14.1760189,4.85,3,21.84285714,20.23774146,5.833333333,6.471153846,6156.278888,52,336.5,45911,50,310,923.8,4,3695.2,3252.961859,27586.23648,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
6A/2/1,2,42,6A/2/1,Jan,265.315852,2249.969768,2,VP,"May,2024",17,0.014080541,28,5.951371,8.943199,240,480,2343.307509,19.40962394,4.3,3,25.21518987,23.84115523,6.583333333,9.892857143,11940.10742,56,554,45779,182,310,620,4,2480,1318.051251,11177.52838,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
6B/2/3,3,30,6B/2/3,Jan,257.735399,3278.527376,3,VP,"Oct,2021",48,0.021120811,33,7.171779,9.52402,160,400,2800.977354,13.53179973,4.03,2,22.09243697,22.56088207,7.933333333,10.53535354,21272.15837,99,1043,45783,249,310,1295.8,4,5183.2,3032.181168,38570.91031,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
6B/4,3,17,6B/4,Jan,229.54559,2919.938445,3,VP,"Feb,2025",8,0.0227,23,2.705487,2.652756,140,300,1130.435042,25.14668902,4.96,1,29.36206897,22.25229358,2.992776058,2.93444609,4385.331701,74,218,45905,56,310,930,4,3720,2700.536353,34352.217,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
7,3,12,7,Jan,177.193087,2253.987571,3,VP,"Apr,2023",30,0.021120811,35,4.168471,5.010775,160,480,2437.115614,18.66251944,4.52,1,28.19277108,34.57216495,4.611111111,5.542857143,18189.4989,105,582,45783,178,310,620,4,2480,2115.893921,26915.26335,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
1-Jul,3.73,7,1-Jul,Jan,112.759237,1783.382287,3.73,VP,"Sep,2023",23,0.026260208,35,3.716199,6.003623,160,400,2416.269368,15.68627451,4.38,2,29.64130435,28.727797,4.110813226,6.641133665,22516.07023,130.55,867,45788,173,250,567.5,3,1702.5,1346.140081,21290.33893,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
7A,1.54,43,7A,Jan,96.933811,632.964709,1.54,SD,"Oct,2024",12,0.010842016,35,4.461327,4.042029,160,160,1029.994041,14.71941122,14.71941122,3,25.68421053,24.54356846,4.935064935,4.471243043,5347.193777,53.9,241,45783,301,250,600,4,2400,466.480891,3046.057286,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
1-Aug,6,12,1-Aug,Jan,161.084625,4098.159221,6,VP,"Apr,2023",30,0.042241622,23,7.608715,9.560843,160,240,2372.681764,9.584664537,4.35,2,21.90594059,27.37923947,8.416666667,10.57608696,36124.06819,138,1459.5,45947,14,310,620,4,2480,1929.067342,49077.46557,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
2-Aug,6.55,6,2-Aug,Jan,161.084625,4473.823816,6.55,VP,"Oct,2023",24,0.046113771,18,6.256732,8.250298,160,240,1705.601907,13.33333333,5.11,2,23.34558824,28.94423792,6.921119593,9.126378287,28154.35385,117.9,1076,45884,77,310,1860,4,7440,1895.11323,52633.22136,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
9,6.45,18,9,Jan,88.596544,2423.036639,6.45,SD,"Oct,2022",36,0.045409744,22,5.85151,7.061947,160,160,1725.500596,8.786381109,8.786381109,1,20.30538922,23.18899414,6.472868217,7.811839323,23237.46679,141.9,1108.5,45783,55,250,385,4,1540,1042.312277,28506.3134,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
9A,2,18,9A,Jan,161.084625,1366.053074,2,SD,Nov.2022,36,0.014080541,21,8.588054,10.503685,80,240,2105.470799,10.80108011,10.80108011,2,19.76315789,23.40163934,9.5,11.61904762,10323.74521,42,488,45783,23,180,1161,3,3483,1895.11323,16071.21263,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
9A/2,2.4,23,9A/2,Jan,12.081347,122.944777,2.4,VP,Rev 2022,41,0.016896649,4,0,7.533381,40,40,65.381406,57.97101449,4.82,0,0,0,0,0,205.209296,9.6,80,45783,53,180,225,4,900,142.133492,1446.409137,Jan,2022,,12.05,,,84.5,75,5.25,59.9,81.6,7.5
10,2.67,35,10,Feb,177.666865,2011.412706,2.67,SD,Feb.2025,8,0.018797522,17,4.359204,4.660439,140,220,1463.027414,14.24870466,14.24870466,3,25.04854369,22.5042735,4.822097378,5.155320555,4760.494071,45.39,234,45783,178,180,360,3,1080,2368.891538,26818.83608,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
10/2A,3.6,37,10/2A,Feb,85.280095,1301.768223,3.6,VP,"June.,2024",17,0.025344973,23,6.445226,7.800871,160,320,1667.699642,18.18181818,5.72,2,30.42857143,24.89293212,7.12962963,8.629227053,16078.64557,82.8,714.5,45939,22,250,750,3,2250,923.551847,14097.66772,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
3-Oct,2,12,3-Oct,Feb,142.133492,1205.340947,2,VP,"Apr,2023",30,0.014080541,27,8.136051,8.588054,160,400,2347.097735,16.14856681,4.4,3,24.55555556,27.34697856,9,9.5,12682.29611,54,513,45824,137,310,1317.5,4,5270,1895.11323,16071.21263,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
4-Oct,1.25,48,4-Oct,Feb,99.493445,527.336664,1.25,VP,"June,2024",17,0.008800338,21,9.401659,8.437387,160,320,1772.878427,17.10315339,4.39,3,17.35897436,25.12244898,10.4,9.333333333,5564.155148,26.25,245,45918,43,250,500,4,2000,1065.243147,5646.017887,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
11,6.48,31,11,Feb,156.346841,4295.835136,6.48,VP,Oct.2024,14,0.045620952,35,4.278216,5.384972,160,240,1102.008343,20.63628547,5.11,1,21.06521739,21.63508512,4.732510288,5.956790123,26423.18291,226.8,1351,45788,173,310,2030.5,4,8122,2084.624553,57277.80181,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
1-Nov,2.98,6,1-Nov,Feb,78.539089,992.39738,2.98,VP,"Oct,2023",23,0.020980006,22,9.606325,14.478432,160,320,2843.617402,10.6631123,5.46,2,21.06315789,23.67047619,10.62639821,16.01586333,22468.15793,65.56,1050,45903,58,310,2008.8,4,8035.2,2085.896441,26356.78871,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
11/1A,2.27,24,11/1A,Feb,198.986889,1915.286765,2.27,VP,"Apr,2022",42,0.015981414,20,10.221504,16.377636,80,240,3101.352801,7.332722273,4.99,1,22.46753247,21.19513678,11.30690162,18.11674009,15759.53155,45.4,822.5,45783,52,310,930,4,3720,2653.158522,25537.15687,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
12,6.39,17,12,Feb,113.706794,3080.851461,6.39,SD,"Nov,2022",35,0.044987328,34,3.654692,4.735149,160,400,1665.804529,22.75312856,22.75312856,1,19.72258065,24.73989455,4.04277517,5.23796373,25451.37677,217.26,1138,45783,183,250,667.5,4,2670,1516.090584,41078.01948,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
1-Dec,4.25,7,1-Dec,Feb,198.986889,3585.889318,4.25,VP,"Oct,2023",24,0.029921149,25,12.49655,14.89376,320,560,4208.098927,12.60977257,4.56,3,24.52765957,27.20936875,13.82352941,16.47529412,43057.79199,106.25,1750.5,45931,30,310,1156.3,4,4625.2,2653.158522,47811.85757,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
1A/1,4,21,1A/1,Feb,159.900179,2712.017131,4,VP,"Jul,2022",38,0.028161081,22,7.081378,8.516145,160,320,2228.653159,13.60544218,6.08,3,18.40425532,25.09167672,7.833333333,9.420454545,18804.22278,88,829,45931,23,200 Kgs.,180,250,310,2226.758045,37767.34968,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
1A/2,4.09,23,1A/2,Feb,113.706794,1971.93779,4.09,VP,"Apr,2022",40,0.028794706,22,5.746736,8.384005,80,320,1828.784267,16.58031088,5.03,3,17.88461538,23.10245656,6.356968215,9.274283174,17428.32609,89.98,834.5,45931,30,250,1000,3,3000,1686.141087,29241.57138,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
1B/1,2.31,23,1B/1,Feb,113.706794,1113.735035,2.31,VP,"May,2022",40,0.016263025,19,9.587939,8.125547,80,240,1627.902265,13.96973225,4.53,2,23.18367347,25.49809886,10.60606061,8.988380041,9093.393441,43.89,394.5,,80,250,1022.5,3,3067.5,1762.209185,17260.48236,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
2,5.24,36,2,Feb,127.920143,2842.193954,5.24,VP,"Jan,2025",2,0.0369,11,0,4.07775,0,80,585.589988,12.94498382,4.39,0,0,21.56923077,0,4.510756419,5069.664024,58,260,45945,16,250,1625,4,6500,1732.726619,38498.58985,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
2A,6.5,31,2A,Feb,113.342349,3123.841955,6.5,VP,"Jan 2025,",2,0.0458,16,0,4.502644,0,80,871.752086,8.695652174,4.66,0,0,20.91505792,0,4.980769231,9793.997867,104,518,45934,27,250,577.5,3,1732.5,1691.024113,46606.51663,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
3,5,37,3,Feb,85.280095,1808.011421,5,VP,"Aug, 2024",15,0.035201352,21,6.388307,6.857529,160,240,1426.072706,15.94684385,5.42,2,24.03773585,24.3992467,7.066666667,7.585714286,17568.44698,105,796.5,45799,162,250,1310,4,5240,1418.302741,30069.23883,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
4,8.09,17,4,Feb,132.921462,4559.603913,8.09,VP,"Nov,2022",35,0.056955787,16,6.425257,9.550586,160,240,1806.042908,12.59181532,4.75,1,20.74782609,26.17769653,7.107540173,10.56474042,32361.59642,129.44,1367.5,45840,121,310,1550,4,6200,2061.199173,70705.29996,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
5A/1,5.7,31,5A/1,Feb,142.133492,3435.2217,5.7,VP,"Sep,2021",49,0.040129541,20,4.44073,7.553206,0,80,1730.238379,4.381161008,4.381161008,1,22.82142857,23.89186352,4.912280702,8.355263158,20572.45795,114,952.5,45783,44,310,2507.9,3,7523.7,1928.360831,46606.51663,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
5A/2,7.62,29,5A/2,Feb,149.240167,4821.966459,7.62,VP,"Nov,2021",47,0.05364686,19,3.53535,7.302353,0,80,1531.25149,4.95049505,5,0,18.43624161,24.38905515,3.910761155,8.077773173,25784.95488,144.78,1169.5,45783,81,310,1767,4,7068,1942.118007,62750.04971,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
5B/1,4.18,30,5B/1,Feb,156.346841,2771.078838,4.18,VP,"May,2024",17,0.02942833,34,3.892848,4.87242,240,400,1861.001192,20.36659878,5.35,1,28.82407407,28.95953003,4.306220096,5.389811427,20053.55867,142.12,766,45765,196,310,2362.2,4,9448.8,2163.965418,38353.94894,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
6A/1,2,12,6A/1,Feb,156.346841,1325.875042,2,VP,"Apr,2023",30,0.014080541,33,4.218693,6.273252,160,400,2423.849821,15.63721658,3.97,2,26.64285714,29.48689956,4.666666667,6.939393939,12208.59712,66,458,45818,143,310,1116,4,4464,2250.446961,19084.565,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
6A/2,2,36,6A/2,Feb,244.469607,2073.186429,2,VP,"Feb,2025",8,0.0141,26,5.273367,5.84996,160,240,1604.213349,14.1760189,4.85,3,21.84285714,20.23774146,5.833333333,6.471153846,6156.278888,52,336.5,45911,50,310,923.8,4,3695.2,3252.961859,27586.23648,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
6A/2/1,2,42,6A/2/1,Feb,113.706794,964.272758,2,VP,"May,2024",17,0.014080541,28,5.951371,8.943199,240,480,2343.307509,19.40962394,4.3,3,25.21518987,23.84115523,6.583333333,9.892857143,11940.10742,56,554,45779,182,310,620,4,2480,1318.051251,11177.52838,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
6B/2/3,3,30,6B/2/3,Feb,227.413588,2892.818273,3,VP,"Oct,2021",48,0.021120811,33,7.171779,9.52402,160,400,2800.977354,13.53179973,4.03,2,22.09243697,22.56088207,7.933333333,10.53535354,21272.15837,99,1043,45783,249,310,1295.8,4,5183.2,3032.181168,38570.91031,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
6B/4,3,17,6B/4,Feb,202.540226,2576.416275,3,VP,"Feb,2025",8,0.0227,23,2.705487,2.652756,140,300,1130.435042,25.14668902,4.96,1,29.36206897,22.25229358,2.992776058,2.93444609,4385.331701,74,218,45905,56,310,930,4,3720,2700.536353,34352.217,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
7,3,12,7,Feb,156.346841,1988.812563,3,VP,"Apr,2023",30,0.021120811,35,4.168471,5.010775,160,480,2437.115614,18.66251944,4.52,1,28.19277108,34.57216495,4.611111111,5.542857143,18189.4989,105,582,45783,178,310,620,4,2480,2115.893921,26915.26335,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
1-Jul,3.73,7,1-Jul,Feb,99.493445,1573.572607,3.73,VP,"Sep,2023",23,0.026260208,35,3.716199,6.003623,160,400,2416.269368,15.68627451,4.38,2,29.64130435,28.727797,4.110813226,6.641133665,22516.07023,130.55,867,45788,173,250,567.5,3,1702.5,1346.140081,21290.33893,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
7A,1.54,43,7A,Feb,42.640048,278.433759,1.54,SD,"Oct,2024",12,0.010842016,35,4.461327,4.042029,160,160,1029.994041,14.71941122,14.71941122,3,25.68421053,24.54356846,4.935064935,4.471243043,5347.193777,53.9,241,45783,301,250,600,4,2400,466.480891,3046.057286,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
1-Aug,6,12,1-Aug,Feb,142.133492,3616.022842,6,VP,"Apr,2023",30,0.042241622,23,7.608715,9.560843,160,240,2372.681764,9.584664537,4.35,2,21.90594059,27.37923947,8.416666667,10.57608696,36124.06819,138,1459.5,45947,14,310,620,4,2480,1929.067342,49077.46557,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
2-Aug,6.55,6,2-Aug,Feb,142.133492,3947.491602,6.55,VP,"Oct,2023",24,0.046113771,18,6.256732,8.250298,160,240,1705.601907,13.33333333,5.11,2,23.34558824,28.94423792,6.921119593,9.126378287,28154.35385,117.9,1076,45884,77,310,1860,4,7440,1895.11323,52633.22136,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
9,6.45,18,9,Feb,78.173421,2137.973505,6.45,SD,"Oct,2022",36,0.045409744,22,5.85151,7.061947,160,160,1725.500596,8.786381109,8.786381109,1,20.30538922,23.18899414,6.472868217,7.811839323,23237.46679,141.9,1108.5,45783,55,250,385,4,1540,1042.312277,28506.3134,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
9A,2,18,9A,Feb,142.133492,1205.340947,2,SD,Nov.2022,36,0.014080541,21,8.588054,10.503685,80,240,2105.470799,10.80108011,10.80108011,2,19.76315789,23.40163934,9.5,11.61904762,10323.74521,42,488,45783,23,180,1161,3,3483,1895.11323,16071.21263,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
9A/2,2.4,23,9A/2,Feb,10.660012,108.480685,2.4,VP,Rev 2022,41,0.016896649,4,0,7.533381,40,40,65.381406,57.97101449,4.82,0,0,0,0,0,205.209296,9.6,80,45783,53,180,225,4,900,142.133492,1446.409137,Feb,2022,25.8,11,21.5,24.55,80.5,65.5,7.4,68.59,39.75,2
10,2.67,35,10,Mar,177.666865,2011.412706,2.67,SD,Feb.2025,8,0.018797522,17,4.359204,4.660439,140,220,1463.027414,14.24870466,14.24870466,3,25.04854369,22.5042735,4.822097378,5.155320555,4760.494071,45.39,234,45783,178,180,360,3,1080,2368.891538,26818.83608,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
10/2A,3.6,37,10/2A,Mar,85.280095,1301.768223,3.6,VP,"June.,2024",17,0.025344973,23,6.445226,7.800871,160,320,1667.699642,18.18181818,5.72,2,30.42857143,24.89293212,7.12962963,8.629227053,16078.64557,82.8,714.5,45939,22,250,750,3,2250,923.551847,14097.66772,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
3-Oct,2,12,3-Oct,Mar,142.133492,1205.340947,2,VP,"Apr,2023",30,0.014080541,27,8.136051,8.588054,160,400,2347.097735,16.14856681,4.4,3,24.55555556,27.34697856,9,9.5,12682.29611,54,513,45824,137,310,1317.5,4,5270,1895.11323,16071.21263,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
4-Oct,1.25,48,4-Oct,Mar,99.493445,527.336664,1.25,VP,"June,2024",17,0.008800338,21,9.401659,8.437387,160,320,1772.878427,17.10315339,4.39,3,17.35897436,25.12244898,10.4,9.333333333,5564.155148,26.25,245,45918,43,250,500,4,2000,1065.243147,5646.017887,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
11,6.48,31,11,Mar,156.346841,4295.835136,6.48,VP,Oct.2024,14,0.045620952,35,4.278216,5.384972,160,240,1102.008343,20.63628547,5.11,1,21.06521739,21.63508512,4.732510288,5.956790123,26423.18291,226.8,1351,45788,173,310,2030.5,4,8122,2084.624553,57277.80181,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
1-Nov,2.98,6,1-Nov,Mar,142.133492,1795.958011,2.98,VP,"Oct,2023",23,0.020980006,22,9.606325,14.478432,160,320,2843.617402,10.6631123,5.46,2,21.06315789,23.67047619,10.62639821,16.01586333,22468.15793,65.56,1050,45903,58,310,2008.8,4,8035.2,2085.896441,26356.78871,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
11/1A,2.27,24,11/1A,Mar,198.986889,1915.286765,2.27,VP,"Apr,2022",42,0.015981414,20,10.221504,16.377636,80,240,3101.352801,7.332722273,4.99,1,22.46753247,21.19513678,11.30690162,18.11674009,15759.53155,45.4,822.5,45783,52,310,930,4,3720,2653.158522,25537.15687,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
12,6.39,17,12,Mar,113.706794,3080.851461,6.39,SD,"Nov,2022",35,0.044987328,34,3.654692,4.735149,160,400,1665.804529,22.75312856,22.75312856,1,19.72258065,24.73989455,4.04277517,5.23796373,25451.37677,217.26,1138,45783,183,250,667.5,4,2670,1516.090584,41078.01948,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
1-Dec,4.25,7,1-Dec,Mar,198.986889,3585.889318,4.25,VP,"Oct,2023",24,0.029921149,25,12.49655,14.89376,320,560,4208.098927,12.60977257,4.56,3,24.52765957,27.20936875,13.82352941,16.47529412,43057.79199,106.25,1750.5,45931,30,310,1156.3,4,4625.2,2653.158522,47811.85757,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
1A/1,4,21,1A/1,Mar,159.900179,2712.017131,4,VP,"Jul,2022",38,0.028161081,22,7.081378,8.516145,160,320,2228.653159,13.60544218,6.08,3,18.40425532,25.09167672,7.833333333,9.420454545,18804.22278,88,829,45931,23,200 Kgs.,180,250,310,2226.758045,37767.34968,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
1A/2,4.09,23,1A/2,Mar,113.706794,1971.93779,4.09,VP,"Apr,2022",40,0.028794706,22,5.746736,8.384005,80,320,1828.784267,16.58031088,5.03,3,17.88461538,23.10245656,6.356968215,9.274283174,17428.32609,89.98,834.5,45931,30,250,1000,3,3000,1686.141087,29241.57138,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
1B/1,2.31,23,1B/1,Mar,113.706794,1113.735035,2.31,VP,"May,2022",40,0.016263025,19,9.587939,8.125547,80,240,1627.902265,13.96973225,4.53,2,23.18367347,25.49809886,10.60606061,8.988380041,9093.393441,43.89,394.5,,80,250,1022.5,3,3067.5,1762.209185,17260.48236,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
2,5.24,36,2,Mar,127.920143,2842.193954,5.24,VP,"Jan,2025",2,0.0369,11,0,4.07775,0,80,585.589988,12.94498382,4.39,0,0,21.56923077,0,4.510756419,5069.664024,58,260,45945,16,250,1625,4,6500,1732.726619,38498.58985,Mar,2022,26.15,13.05,21.65,24.5,75,70,6.5,74.71,124.9,6
